지점,지점명,일시,평균기온(°C),평균 이슬점온도(°C),평균 증기압(hPa),평균 현지기압(hPa),평균 해면기압(hPa),가조시간(hr),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C)
108,서울,2015-05-20,16.3,7.6,10.5,998.5,1008.6,14.3,22.1,8.2,20.2
108,서울,2015-05-21,18.7,7.1,10.2,1003.2,1013.2,14.3,25,7.8,22.8
108,서울,2015-05-22,20,6.8,9.9,1003.6,1013.5,14.4,26.6,9.3,23.9
108,서울,2015-05-23,20.6,4.4,8.5,1001,1010.9,14.4,26.2,9.2,23.8
108,서울,2015-05-24,21,4.8,8.6,998.5,1008.3,14.4,28.9,8.4,25.4
108,서울,2015-05-25,20.8,9.9,12.2,998.9,1008.8,14.4,29.1,9.8,25.9
108,서울,2015-05-26,21.5,8.5,11.3,1001.4,1011.3,14.5,29.8,9.9,26.3
108,서울,2015-05-27,23.2,3.5,8.1,1000,1009.8,14.5,31,8.7,26.8
108,서울,2015-05-28,24.3,3.4,7.8,998.7,1008.4,14.5,30.6,11.5,27.5
108,서울,2015-05-29,23.8,7.5,10.5,997.2,1007,14.5,30.4,14,26.7
108,서울,2015-05-30,19.8,14.2,16.3,995.3,1005.2,14.5,21.3,13.7,22.3
108,서울,2015-05-31,22.1,10.1,12.7,998,1007.9,14.6,29.7,12.8,26
108,서울,2015-06-01,21.7,8.2,11,1000,1009.9,14.6,26.9,10.1,25.5
108,서울,2015-06-02,23.1,10.3,12.6,997.9,1007.7,14.6,29.9,14.8,26.7
108,서울,2015-06-03,23.3,4.2,8.6,997.4,1007.2,14.6,31.6,15.4,27.2
108,서울,2015-06-04,24.2,4.3,8.3,999.4,1009.1,14.6,32,11.4,28.6
108,서울,2015-06-05,19.1,10.4,12.8,996.8,1006.7,14.6,19.6,14,20.5
108,서울,2015-06-06,22.4,10.9,13,1001.9,1011.8,14.7,29.8,14.9,26.5
108,서울,2015-06-07,23.4,10.5,12.8,1003.1,1012.9,14.7,30.2,15.7,27.5
108,서울,2015-06-08,22.4,12.5,14.6,997.5,1007.3,14.7,28.3,14.9,26.1
108,서울,2015-06-09,22.2,15,17,997.1,1007,14.7,27.9,16.1,26.3
108,서울,2015-06-10,25.3,13.9,16,997.5,1007.3,14.7,33.9,13.1,30.1
108,서울,2015-06-11,24.6,15.1,17.6,991.9,1001.6,14.7,27.9,16.2,26.9
108,서울,2015-06-12,23.6,15.2,17.5,993.3,1003.1,14.7,27.5,18,26.8
108,서울,2015-06-13,24.7,16.6,19.1,994.9,1004.6,14.7,26.8,17.5,26
108,서울,2015-06-14,22.8,16.6,19,997.5,1007.3,14.7,26.6,17.1,25.7
108,서울,2015-06-15,24.2,16.9,19.3,997.1,1006.8,14.8,26.4,16.8,26.3
108,서울,2015-06-16,25,17.7,20.3,995.1,1004.8,14.8,28.8,18.8,27.7
108,서울,2015-06-17,23.4,17.9,20.5,994.5,1004.2,14.8,26.2,17.8,26
108,서울,2015-06-18,24.8,15.5,17.7,995.9,1005.6,14.8,25.7,17.9,26.1
108,서울,2015-06-19,24.5,15.3,17.4,998.2,1008,14.8,25.6,19.3,25.9
108,서울,2015-06-20,19.6,18,20.6,999.1,1009.1,14.8,20.5,14,21.1
108,서울,2015-06-21,22.4,15.6,17.8,999.9,1009.7,14.8,25.5,12.8,24.4
108,서울,2015-06-22,24,15.4,17.5,999.9,1009.7,14.8,26.5,15.7,25.7
108,서울,2015-06-23,24.7,17,19.3,1000.6,1010.4,14.8,27.4,17.5,26.5
108,서울,2015-06-24,25.7,16.5,18.9,998.6,1008.3,14.8,27.6,18.2,26.9
108,서울,2015-06-25,24.8,17.4,20,993.4,1003,14.8,27.3,18.2,26.5
108,서울,2015-06-26,21,16.2,18.4,988.4,998.1,14.8,22.6,17.3,22.7
108,서울,2015-06-27,25.2,15,17.1,996.1,1005.8,14.8,27.5,17.6,26.6
108,서울,2015-06-28,25.4,17.3,19.7,999.3,1009,14.8,28.3,17.8,27.3
108,서울,2015-06-29,25.7,17.3,19.8,996.8,1006.4,14.8,29.7,18.4,28.4
108,서울,2015-06-30,24.4,18.3,21,988.7,998.4,14.7,25,20.1,25.3
108,서울,2015-07-01,23.7,16.5,18.9,985.8,995.4,14.7,28.3,19.4,26.6
108,서울,2015-07-02,23.7,15.5,18,991.2,1000.9,14.7,28.3,18.9,27
108,서울,2015-07-03,23.3,15.1,17.2,995.4,1005.2,14.7,28.2,16.6,27.1
108,서울,2015-07-04,24.1,14,16.1,999.1,1008.8,14.7,29.7,14.9,27.3
108,서울,2015-07-05,24.2,14.9,16.9,1000.9,1010.7,14.7,27.7,17,26.5
108,서울,2015-07-06,25.3,14.7,16.8,1001.1,1010.8,14.7,30.9,16.7,29
108,서울,2015-07-07,25.6,14.7,16.8,1000.1,1009.8,14.7,29.7,17.7,27.9
108,서울,2015-07-08,23.4,17.4,19.9,1001.6,1011.4,14.6,26.1,19.5,25.9
108,서울,2015-07-09,26.5,18.2,21,1004.2,1013.9,14.6,29.3,21.2,28.3
108,서울,2015-07-10,29.2,20.3,23.8,1002.9,1012.6,14.6,33.2,21.2,30.6
108,서울,2015-07-11,30.4,21.4,25.5,999,1008.5,14.6,34.9,22.9,32.3
108,서울,2015-07-12,24.8,23.7,29.3,986,995.6,14.6,25.9,23.3,26
108,서울,2015-07-13,23.1,21.4,25.5,983.3,992.9,14.6,23.6,21.4,24
108,서울,2015-07-14,26.1,20.4,24,993.3,1003,14.5,27,21.3,27.2
108,서울,2015-07-15,27.9,18.5,21.3,996.4,1006,14.5,28.7,20,28.2
108,서울,2015-07-16,24.7,13.8,15.8,997.4,1007.1,14.5,27.8,19.4,26.6
108,서울,2015-07-17,23.6,12.2,14.3,996.5,1006.2,14.5,26.8,17.3,26
108,서울,2015-07-18,24.3,16.5,19.3,999.2,1009,14.5,27.7,21.4,26.4
108,서울,2015-07-19,25.1,20.5,24.1,1000.9,1010.7,14.4,26.2,20.6,25.9
108,서울,2015-07-20,27.5,21.7,26.1,998.9,1008.6,14.4,27.2,23.1,27.3
108,서울,2015-07-21,27,23.4,28.7,996.7,1006.4,14.4,27.2,24.1,27.2
108,서울,2015-07-22,27.7,23.2,28.4,996,1005.6,14.4,28.6,23.4,27.8
108,서울,2015-07-23,26.9,23.1,28.3,996.7,1006.3,14.4,27.5,23.4,27.8
108,서울,2015-07-24,24.7,24.1,29.9,994.8,1004.5,14.3,26,22.1,26.1
108,서울,2015-07-25,25,24,29.9,995.7,1005.4,14.3,25.4,24,25.4
108,서울,2015-07-26,26,23.1,28.3,998,1007.7,14.3,25.4,,
108,서울,2015-07-27,26.2,23.5,28.9,998.2,1007.9,14.3,25.5,,
108,서울,2015-07-28,27.7,22.4,27.1,997.9,1007.5,14.2,28.8,23.5,28.1
108,서울,2015-07-29,26.7,23.4,28.8,996.4,1006,14.2,26.2,23.5,26.6
108,서울,2015-07-30,28.6,23.8,29.4,998,1007.6,14.2,28.6,23.1,28.4
108,서울,2015-07-31,27.9,22.8,27.7,999.1,1008.8,14.1,29.3,23.4,29
108,서울,2015-08-01,28.2,22.7,27.5,999.6,1009.2,14.1,28.7,23.7,28
108,서울,2015-08-02,26.5,23.5,28.9,999.8,1009.5,14.1,26.5,22.7,26.7
108,서울,2015-08-03,27.9,22.1,26.5,998.6,1008.2,14,29.1,23.2,28.1
108,서울,2015-08-04,27.5,22.2,26.7,996.7,1006.3,14,27.2,23,27
108,서울,2015-08-05,28.6,21.4,25.6,998.1,1007.7,14,29.7,23.9,28.3
108,서울,2015-08-06,29.3,21.6,25.8,1001.9,1011.5,13.9,31.6,21.3,29.9
108,서울,2015-08-07,28.9,22.8,27.8,1004.8,1014.4,13.9,32.6,22.8,29.6
108,서울,2015-08-08,26.6,22.4,27.2,1003.5,1013.3,13.9,27.2,22.6,26.9
108,서울,2015-08-09,26.7,21.4,25.5,1001.1,1010.7,13.9,28.4,20.8,27.9
108,서울,2015-08-10,27,21.2,25.3,999.6,1009.3,13.8,28.7,21.8,28.2
108,서울,2015-08-11,26.8,21.4,25.6,997.5,1007.2,13.8,27.8,21.7,27.4
108,서울,2015-08-12,27.3,20,23.5,994.6,1004.2,13.7,31,19.2,28.3
108,서울,2015-08-13,26.5,20.1,23.6,994.8,1004.5,13.7,29.5,20.8,27.6
108,서울,2015-08-14,26.9,19.5,22.8,995.8,1005.5,13.7,30.9,20.4,29
108,서울,2015-08-15,27.1,21,24.8,998.1,1007.7,13.7,29.5,19.7,28.2
108,서울,2015-08-16,25.8,20.6,24.4,997.6,1007.3,13.6,29.3,19.2,27
108,서울,2015-08-17,26.6,17.9,20.5,998.4,1008.1,13.6,28.6,17.5,27.3
108,서울,2015-08-18,27.9,19.1,22.2,1002.4,1012,13.5,27.5,22.1,27.2
108,서울,2015-08-19,26.8,20.8,24.6,1003,1012.7,13.5,26.9,21.5,26.7
108,서울,2015-08-20,25.4,20.6,24.3,999.2,1009,13.5,26.4,22.3,26
108,서울,2015-08-21,25.2,20.9,24.7,994.7,1004.3,13.4,25.8,20.9,25.7
108,서울,2015-08-22,25.5,19.3,22.4,995.4,1005.1,13.4,26.9,19.9,26.4
108,서울,2015-08-23,26.3,18.9,21.8,997,1006.7,13.4,28.2,17.5,26.9
108,서울,2015-08-24,26.3,18,20.6,997.3,1007,13.3,27.6,20.3,26.8
108,서울,2015-08-25,21.7,17.1,19.5,992.7,1002.5,13.3,22.7,18.2,23
108,서울,2015-08-26,21.9,15.7,17.9,995.6,1005.4,13.2,22.3,16.9,22.6
108,서울,2015-08-27,24.7,15.8,18.2,996.9,1006.6,13.2,27.3,17.3,26
108,서울,2015-08-28,23.2,17.1,19.5,998.3,1008.1,13.2,24.7,14.6,24.1
108,서울,2015-08-29,24.4,16.8,19.3,999,1008.7,13.1,28.4,14.6,25.8
108,서울,2015-08-30,24.9,17.3,19.9,1000.7,1010.5,13.1,29.4,15.7,26.8
108,서울,2015-08-31,25.9,17.8,20.4,1001.7,1011.4,13.1,28.8,17.4,27.3
108,서울,2015-09-01,25.9,17.1,19.4,1000.4,1010.1,13,28.3,21.3,27.4
108,서울,2015-09-02,23.9,18.6,21.4,1001.7,1011.5,13,26.1,19.9,25.5
108,서울,2015-09-03,23.9,18.7,21.7,1001,1010.8,12.9,25.7,16.9,25.3
108,서울,2015-09-04,24.8,18,20.7,1001.9,1011.7,12.9,25,17.3,25.3
108,서울,2015-09-05,21.9,18.2,20.9,999.1,1009,12.9,23.5,18.9,23.4
108,서울,2015-09-06,22.2,13.9,15.9,997.9,1007.8,12.8,22.8,15.7,22.8
108,서울,2015-09-07,22.6,12.1,14.1,1002.8,1012.7,12.8,23.5,13.6,23
108,서울,2015-09-08,22.7,8.4,11.2,1006.1,1016,12.7,25.2,12.2,23.7
108,서울,2015-09-09,22.4,8.6,11.3,1006.5,1016.4,12.7,25.8,8.3,23.9
108,서울,2015-09-10,22.4,14.4,16.6,1004,1013.9,12.7,26.8,11.6,24.8
108,서울,2015-09-11,21,16.4,18.8,1000.2,1010.1,12.6,23.4,15.6,23
108,서울,2015-09-12,19.2,10.8,13,999.8,1009.8,12.6,22.4,12.2,21.2
108,서울,2015-09-13,20.2,9.8,12.2,1006.7,1016.7,12.5,23.9,11.3,22
108,서울,2015-09-14,22.1,13.7,15.7,1011.3,1021.3,12.5,24.3,12.5,23.2
108,서울,2015-09-15,22.8,10.4,12.7,1010.4,1020.4,12.5,26.4,12.6,24
108,서울,2015-09-16,21.6,8.9,11.4,1008,1018,12.4,25.5,12.2,23.7
108,서울,2015-09-17,21.4,8.8,11.4,1007.1,1017.1,12.4,26.1,11.2,23.9
108,서울,2015-09-18,21.9,11.2,13.4,1006.6,1016.5,12.4,26.3,12.2,24
108,서울,2015-09-19,22.3,13,15.1,1003.6,1013.5,12.3,26.4,11.9,24.2
108,서울,2015-09-20,22.1,15.6,17.7,1002.3,1012.2,12.3,24.7,12.8,23.9
108,서울,2015-09-21,22.6,13.9,16,1004.3,1014.2,12.2,25.8,11.1,23.8
108,서울,2015-09-22,23.9,11.4,13.6,1005.3,1015.2,12.2,26.7,13,24.6
108,서울,2015-09-23,22,13,15,1000.9,1010.7,12.2,22.7,13.3,22.6
108,서울,2015-09-24,23.4,13.2,15.2,997.6,1007.4,12.1,26.5,12.2,24.1
108,서울,2015-09-25,23.4,13.7,15.8,997.6,1007.4,12.1,26.9,14.4,24.7
108,서울,2015-09-26,22.4,11.8,14.2,1001.2,1011.1,12,25.4,9.5,23.7
108,서울,2015-09-27,21.9,6.7,9.8,1004.9,1014.8,12,24.6,7.3,22.7
108,서울,2015-09-28,21.4,6.1,9.5,1009.4,1019.4,12,22.2,8.8,21.9
108,서울,2015-09-29,22.1,6.1,9.4,1013.5,1023.4,11.9,25.2,9.5,22.9
108,서울,2015-09-30,21.3,8.7,11.3,1010.9,1020.9,11.9,24.9,16.9,23.4
108,서울,2015-10-01,16.3,12,14.7,993,1003,11.8,17.8,7.9,18.6
108,서울,2015-10-02,16.5,6.6,10,1003.5,1013.6,11.8,16.4,2.4,16.4
108,서울,2015-10-03,19.2,7.1,11.1,1008.2,1018.3,11.8,19.7,10.3,19.3
108,서울,2015-10-04,16.6,1.9,7.2,1015.9,1026.1,11.7,17.1,7,16.8
108,서울,2015-10-05,18,6.3,9.6,1013.3,1023.5,11.7,17.9,5.5,17.5
108,서울,2015-10-06,18.7,9.1,11.7,1010.8,1020.9,11.6,18.5,6.7,18.1
108,서울,2015-10-07,19.6,12.9,14.9,1007.4,1017.4,11.6,19.1,9.2,18.9
108,서울,2015-10-08,20.1,11.5,13.7,1001.8,1011.8,11.6,21.2,10.1,20.1
108,서울,2015-10-09,16.2,2.8,7.8,1000.7,1010.8,11.5,19.1,9.9,18.2
108,서울,2015-10-10,12.8,7.4,10.5,999.7,1009.9,11.5,15.6,6.7,15.3
108,서울,2015-10-11,10.8,5.8,9.4,1002.1,1012.5,11.4,12.6,3.7,12.8
108,서울,2015-10-12,12.3,3.2,7.7,1007.1,1017.4,11.4,14,3.4,13.6
108,서울,2015-10-13,15,8.4,11.3,1009.7,1019.9,11.4,14.7,1.7,14.4
108,서울,2015-10-14,17.1,9.1,11.7,1010.3,1020.4,11.3,17,5.2,16.7
108,서울,2015-10-15,17.9,9.6,12.1,1009.5,1019.6,11.3,17.3,7.7,17.1
108,서울,2015-10-16,17.5,11.9,14,1009.5,1019.7,11.2,18.1,7.9,17.6
108,서울,2015-10-17,18.7,11.2,13.3,1010.4,1020.5,11.2,18.1,8.4,17.9
108,서울,2015-10-18,17.9,10.7,12.9,1010,1020.1,11.2,17.6,6.1,17.3
108,서울,2015-10-19,18.1,11.3,13.5,1007.2,1017.2,11.1,18.1,9,17.8
108,서울,2015-10-20,18.8,12.5,14.6,1007,1017,11.1,19.3,10.8,18.8
108,서울,2015-10-21,17.9,12.5,14.5,1009,1019.1,11.1,18.6,9.2,18.1
108,서울,2015-10-22,17.5,10.5,12.7,1010.3,1020.4,11,18.2,10,17.9
108,서울,2015-10-23,17.5,11.5,13.6,1008.7,1018.9,11,18.6,11.3,18.3
108,서울,2015-10-24,16.9,9.3,12.2,1008.3,1018.5,10.9,17.8,7.3,17.7
108,서울,2015-10-25,16.3,5.7,9.1,1013.4,1023.6,10.9,15.9,7.6,15.9
108,서울,2015-10-26,15,8.5,11.3,1008.6,1018.8,10.9,15.2,8,15.2
108,서울,2015-10-27,12.1,6,9.9,1001.4,1011.7,10.8,14.4,3.5,14.3
108,서울,2015-10-28,9.9,-.7,5.9,1009.3,1019.7,10.8,11.4,-.3,11.1
108,서울,2015-10-29,8.4,-1.8,5.5,1012.2,1022.7,10.8,9.8,-2.2,9.6
108,서울,2015-10-30,5.4,-7,3.7,1017.1,1027.8,10.7,8.2,-2.9,7.7
108,서울,2015-10-31,5.7,-6.6,3.8,1019.2,1029.9,10.7,7.5,-4.7,7
108,서울,2015-11-01,7,-3.6,4.7,1015.3,1025.9,10.7,8.1,-3.5,7.9
108,서울,2015-11-02,10.8,3.1,7.8,1012.6,1023,10.6,10.4,1.5,10.3
108,서울,2015-11-03,11.8,5.3,8.9,1018.4,1028.8,10.6,10.9,.5,10.8
108,서울,2015-11-04,12.2,4.4,8.3,1018.1,1028.6,10.6,11.1,.4,11
108,서울,2015-11-05,13.2,6.1,9.5,1015.2,1025.6,10.5,12.2,4.2,12.1
108,서울,2015-11-06,13.5,6.4,9.7,1015.4,1025.7,10.5,12.4,3.9,12.4
108,서울,2015-11-07,10.5,9.1,11.6,1011.7,1022.1,10.4,11.2,8.6,11.1
108,서울,2015-11-08,11.1,9.5,11.9,1006,1016.4,10.4,11.7,10.1,11.6
108,서울,2015-11-09,10.8,8.7,11.3,1007.6,1018,10.4,12.3,9.2,11.9
108,서울,2015-11-10,10,6.6,9.7,1013.3,1023.8,10.3,10.7,3.1,10.6
108,서울,2015-11-11,11.6,6.5,9.7,1017.7,1028.2,10.3,11.3,1.4,11.2
108,서울,2015-11-12,14.5,7.4,10.3,1019.1,1029.4,10.3,12.8,8.3,12.9
108,서울,2015-11-13,11.5,8.5,11.2,1011,1021.4,10.2,11.1,10,11.3
108,서울,2015-11-14,12.8,12.3,14.3,1004.1,1014.3,10.2,12.9,10.7,12.8
108,서울,2015-11-15,13.4,10.6,12.8,1009.6,1019.9,10.2,13.4,5.8,13.5
108,서울,2015-11-16,12.2,9.6,12,1006.7,1017,10.2,12.1,6.4,12.1
108,서울,2015-11-17,13.9,8,10.8,1007.9,1018.1,10.1,13.8,8,13.8
108,서울,2015-11-18,10.4,5.2,8.9,1010.4,1020.8,10.1,10.8,7.2,11
108,서울,2015-11-19,8.9,4.2,8.3,1012.3,1022.8,10.1,9.2,4.5,9.6
108,서울,2015-11-20,9.8,4.8,8.6,1013.6,1024.1,10.1,10,2.2,10.1
108,서울,2015-11-21,9.2,.6,6.4,1016.8,1027.3,10,8.8,.9,9
108,서울,2015-11-22,10.2,3.8,8.1,1017.3,1027.8,10,9.4,1.1,9.4
108,서울,2015-11-23,8.5,5.3,8.9,1014.9,1025.5,10,10.1,6.5,10.1
108,서울,2015-11-24,5.6,.3,6.3,1015,1025.7,9.9,7.9,1.7,7.8
108,서울,2015-11-25,2.4,.3,6.3,1008.4,1019.1,9.9,6,-.2,5.8
108,서울,2015-11-26,-2.7,-8.5,3.3,1005.7,1016.6,9.9,1.9,-5.2,2
108,서울,2015-11-27,-2.8,-9.8,3,1014.6,1025.6,9.9,1.3,-8.4,.4
108,서울,2015-11-28,.1,-4.7,4.4,1019.1,1030,9.8,1.8,-3.2,1.6
108,서울,2015-11-29,2.5,.6,6.4,1015.7,1026.5,9.8,3.8,.3,3.7
108,서울,2015-11-30,4.1,-1.7,5.5,1013.7,1024.5,9.8,5.3,-5.1,5.4
108,서울,2015-12-01,4,-4.2,4.5,1014.4,1025.1,9.8,3.2,-5.9,3.6
108,서울,2015-12-02,6,.9,6.8,1004.8,1015.3,9.8,5.4,1.5,5.5
108,서울,2015-12-03,-.7,-4,4.7,1002.9,1013.7,9.8,2.2,-3.8,2.3
108,서울,2015-12-04,-.4,-6.5,3.8,1011.2,1022,9.7,1.6,-7.4,1
108,서울,2015-12-05,3.4,-6.1,4,1014.4,1025.2,9.7,3.5,-2.2,3.6
108,서울,2015-12-06,1.3,-9.5,3,1018,1028.8,9.7,2.1,-6.5,2.5
108,서울,2015-12-07,1.9,-7.4,3.5,1019.7,1030.6,9.7,2.3,-7.9,2.1
108,서울,2015-12-08,2.9,-5.3,4.1,1021.9,1032.7,9.7,2.3,-6.3,2.6
108,서울,2015-12-09,5,-3,5,1019.1,1029.9,9.7,3,-5.7,3.3
108,서울,2015-12-10,7.8,3.3,7.8,1008.4,1018.9,9.7,6.1,3.6,6.5
108,서울,2015-12-11,6.4,-2.4,5.2,1008,1018.6,9.6,5.1,1,5.5
108,서울,2015-12-12,5.2,-4.7,4.3,1014.3,1024.9,9.6,3.8,-3,4.3
108,서울,2015-12-13,5.2,-4.6,4.3,1013.1,1023.8,9.6,4,-4.4,4.3
108,서울,2015-12-14,5,.9,6.6,1010.2,1020.8,9.6,4.8,-2.2,4.7
108,서울,2015-12-15,4.7,-.6,6,1008,1018.6,9.6,5.9,1.4,5.7
108,서울,2015-12-16,-1,-10,2.9,1008.7,1019.6,9.6,2.4,-5.9,2.7
108,서울,2015-12-17,-4.6,-15.4,1.9,1017,1028.1,9.6,-.1,-8.8,-.8
108,서울,2015-12-18,-3.3,-9.6,3,1021.9,1033,9.6,-.6,-10.5,-.9
108,서울,2015-12-19,-.1,-6.1,3.9,1024.3,1035.3,9.6,-.2,-7.8,-.4
108,서울,2015-12-20,1.5,-6.6,3.7,1018.7,1029.6,9.6,.5,-7,.1
108,서울,2015-12-21,2.2,-1.9,5.4,1016,1026.8,9.6,2,-5.5,1.9
108,서울,2015-12-22,3.1,-2.7,5,1017.7,1028.5,9.6,2.7,-5.2,2.8
108,서울,2015-12-23,5.9,-1.7,5.5,1011.6,1022.2,9.6,4.9,-.8,5.2
108,서울,2015-12-24,1.5,-3.9,4.6,1010.3,1021.1,9.6,2.4,-4.1,2.4
108,서울,2015-12-25,-.8,-11.9,2.6,1010.5,1021.4,9.6,.9,-8.3,.4
108,서울,2015-12-26,.9,-3.5,4.9,1009.8,1020.6,9.6,1.9,-4.7,1.8
108,서울,2015-12-27,-5.7,-17.7,1.5,1019.6,1030.7,9.6,-.6,-10.5,-1
108,서울,2015-12-28,-5.7,-18.2,1.5,1022.4,1033.6,9.6,-2.1,-12.3,-2.4
108,서울,2015-12-29,-3.2,-13,2.3,1022.4,1033.5,9.6,-1.8,-13.6,-2.2
108,서울,2015-12-30,.3,-5.6,4.3,1018.1,1029,9.6,-.3,-6.6,-.6
108,서울,2015-12-31,.7,-2.2,5.2,1020.1,1031,9.6,.6,-8.2,.5
108,서울,2016-01-01,1.2,-3.3,4.8,1019.9,1030.9,9.6,.2,-8.8,.1
108,서울,2016-01-02,5.7,1.9,7.1,1012,1022.6,9.6,2.8,-3.5,2.8
108,서울,2016-01-03,6.5,3.2,7.7,1008.9,1019.4,9.7,4.8,-.6,4.9
108,서울,2016-01-04,2,-6.9,3.9,1013.1,1023.9,9.7,3,-3.5,3.3
108,서울,2016-01-05,-2.7,-15.2,1.9,1016.9,1027.9,9.7,.1,-8.7,-.1
108,서울,2016-01-06,-1.7,-9.7,3,1014.7,1025.7,9.7,-.5,-9,-.4
108,서울,2016-01-07,-3.4,-12.4,2.4,1013.9,1024.9,9.7,-1,-9.1,-1
108,서울,2016-01-08,-3.3,-13,2.3,1012.6,1023.6,9.7,-1.5,-11.4,-1.5
108,서울,2016-01-09,-2.1,-9.6,3,1014.3,1025.2,9.7,-1,-10.4,-1.3
108,서울,2016-01-10,.3,-12.3,2.6,1015.5,1026.4,9.8,.2,-5,.1
108,서울,2016-01-11,-3.8,-16.3,1.7,1016.1,1027.1,9.8,-1.6,-8.4,-1.4
108,서울,2016-01-12,-5.2,-15.5,1.9,1013.3,1024.4,9.8,-2.5,-12.8,-2.3
108,서울,2016-01-13,-4.5,-10.8,2.8,1009.5,1020.5,9.8,-1.8,-11.8,-2
108,서울,2016-01-14,-3.4,-12.4,2.5,1011,1022,9.8,-1.1,-13.3,-1.7
108,서울,2016-01-15,-.4,-9.5,3,1010.9,1021.7,9.9,-.2,-8.5,-.4
108,서울,2016-01-16,-.2,-5.5,4.2,1012.1,1023,9.9,.1,-6,-.3
108,서울,2016-01-17,1.7,-4.6,4.3,1006.4,1017.2,9.9,.4,-6,.2
108,서울,2016-01-18,-6.3,-13.2,2.5,1003.9,1014.9,9.9,-1.3,-12.5,-1.2
108,서울,2016-01-19,-12.8,-22.2,1,1011.7,1023.1,9.9,-5.8,-15.2,-5.5
108,서울,2016-01-20,-10.5,-20.6,1.2,1019.7,1031.2,10,-5.1,-16.5,-5.3
108,서울,2016-01-21,-7.1,-17.6,1.6,1017.9,1029.1,10,-3.4,-13.3,-3.5
108,서울,2016-01-22,-7.6,-19.2,1.4,1021.1,1032.4,10,-4.1,-13.9,-4
108,서울,2016-01-23,-11.5,-21.9,1.1,1019.1,1030.6,10,-5.3,-17.2,-5
108,서울,2016-01-24,-14.4,-23.1,1,1014.9,1026.4,10.1,-7.9,-18.7,-7.4
108,서울,2016-01-25,-9.4,-19,1.4,1018,1029.3,10.1,-5.9,-18.3,-5.7
108,서울,2016-01-26,-3.3,-9.1,3.1,1016.3,1027.3,10.1,-2.2,-11.5,-2.6
108,서울,2016-01-27,-1.1,-9,3.1,1019,1030,10.2,-1.5,-11.7,-1.4
108,서울,2016-01-28,-.5,-9.9,2.9,1018.2,1029.1,10.2,-1.1,-13.1,-1.4
108,서울,2016-01-29,1.9,-9.6,3,1014.6,1025.5,10.2,.3,-4.5,.1
108,서울,2016-01-30,.6,-6.5,3.8,1015.4,1026.3,10.3,-.3,-9,-.2
108,서울,2016-01-31,-3.9,-18.1,1.5,1018.4,1029.5,10.3,-1.1,-7.4,-1.3
108,서울,2016-02-01,-6,-19.1,1.4,1018.5,1029.7,10.3,-2.7,-11.1,-2.8
108,서울,2016-02-02,-5.3,-16.6,1.7,1017.6,1028.7,10.3,-3,-14.8,-3.1
108,서울,2016-02-03,-2.4,-11.9,2.5,1016.9,1027.9,10.4,-1.8,-15.9,-2.1
108,서울,2016-02-04,-.7,-10.9,2.8,1014.9,1025.9,10.4,-.5,-12.2,-.7
108,서울,2016-02-05,-2.2,-14.8,2,1013.1,1024.1,10.4,-.9,-12.2,-1.3
108,서울,2016-02-06,-3.1,-15.5,1.9,1012.6,1023.6,10.5,-1.3,-10.4,-1.3
108,서울,2016-02-07,-2.9,-13.4,2.3,1012,1023.1,10.5,-1.6,-14.7,-1.8
108,서울,2016-02-08,1.3,-5.2,4.2,1004.8,1015.6,10.6,.7,-9.4,.1
108,서울,2016-02-09,.3,-8.8,3.2,1011.3,1022.1,10.6,.6,-8.8,.4
108,서울,2016-02-10,2.7,-11.4,2.6,1015.2,1026,10.6,.8,-10.7,.4
108,서울,2016-02-11,8.1,-9.4,3.2,1013.7,1024.3,10.7,2.7,-1.6,2.6
108,서울,2016-02-12,8.4,7.5,10.5,1006.9,1017.4,10.7,4.5,6,4.6
108,서울,2016-02-13,11,10.1,12.5,996.3,1006.6,10.7,8.7,5.8,8.7
108,서울,2016-02-14,-2.6,-6.9,3.9,1003.1,1013.9,10.8,1.9,-7.2,2.2
108,서울,2016-02-15,-5.8,-15.5,2,1010.4,1021.5,10.8,-.6,-10.3,-1.2
108,서울,2016-02-16,-2.7,-8.3,3.3,1007.7,1018.7,10.8,-.3,-10.3,-.6
108,서울,2016-02-17,0,-8.8,3.2,1013.5,1024.4,10.9,.3,-9.8,-.5
108,서울,2016-02-18,3.5,-2.2,5.3,1010.8,1021.5,10.9,1.9,-5.7,1
108,서울,2016-02-19,2.3,-6.3,4,1016.2,1027,11,1.1,-5.5,1
108,서울,2016-02-20,1.3,-12.1,2.5,1013.2,1024.1,11,2.6,-6.2,2
108,서울,2016-02-21,-.6,-14,2.1,1019.2,1030.2,11,1.6,-7.5,.4
108,서울,2016-02-22,1.1,-12.7,2.5,1019.4,1030.3,11.1,1.5,-4.7,.8
108,서울,2016-02-23,.7,-8.1,3.6,1019,1029.9,11.1,3.5,-5.6,2.7
108,서울,2016-02-24,-3,-14.3,2,1022.4,1033.5,11.1,1.6,-9.4,-.1
108,서울,2016-02-25,-.2,-9.7,3.1,1021.7,1032.7,11.2,1.2,-10.7,0
108,서울,2016-02-26,2.2,-10.8,2.8,1017.3,1028.2,11.2,3.4,-9,2.4
108,서울,2016-02-27,3.3,-4.7,4.4,1013.7,1024.5,11.3,4.5,-3.7,4
108,서울,2016-02-28,.7,-5.7,4.1,1011.3,1022.2,11.3,1.4,-5.4,1.6
